ID,Name,Age,CountryCode,Salary
26396,OEANQBWTWWZU,72,17,9888536.962564422
26397,BUVNJZNREJJFVUW,92,499,6701253.5798924
26398,KMMUWWZPSLZBA,19,122,7403678.247608505
26399,KAUVBAKDLC,69,467,5826752.597154342
26400,GAOGXEBSOUZ,87,235,8421260.883558912
26401,ADHCQYUYHTZKEGDMFXM,57,495,7100749.44624431
26402,IYACLIIMVRVHR,69,61,3545139.6485413513
26403,DEVIXKJDWUVWFIH,73,378,8350333.69536303
26404,NLKDZYVTBKURBPXVU,84,382,3587452.1080758115
26405,FEFUMHEHVPCLPFEWN,74,239,2516919.445697436
26406,BYLZTVODKUFFQA,73,5,5401333.5662477845
26407,MIMDJAALDL,66,281,480322.33882476797
26408,TKNLUCBPBCTRZJYMT,33,15,7776048.841316943
26409,GUHAHCQZLIAAGAKAOON,55,20,4476326.379862908
26410,LHYLIYOTEOECXIZ,23,381,1423951.1300164808
26411,GAPKDBMIBLNHBNMDTOV,81,457,9020589.838707278
26412,GPTQGFCCHGZJERSZHQ,28,72,6615792.002744498
26413,UUCKRIUGNXG,65,389,1618409.9196055466
26414,TNYPPMNXOKQHKJHUEL,19,298,481675.8680849013
26415,BWHGICJPTYQRXHDJKWZW,25,403,679104.4576807662
26416,JRUGYDVASUWEPK,34,284,9951013.628271902
26417,DTFXTYKYQEZSRIGJV,82,51,6411318.813945307
26418,VGNSDOVNTDFRLCHNYLA,66,465,8247660.945106935
26419,VMHFEBXZAOTVPCVPQ,47,366,540645.9805671554
26420,TIWZMTRIBW,27,265,6883323.974570965
26421,GHXYCDJGIMI,67,325,5958021.76296543
26422,RFCOBOJPBCYGQRWES,78,471,6365459.493051825
26423,ORCPSVPNFFEQGHMOFAXU,28,476,9009659.271206228
26424,ZKTVIJHJYFZL,99,159,8090297.434354458
26425,KCKQDXTCVLGICDPF,92,103,9207825.875948938
26426,SJGCMTNHJPUWTWJ,21,359,8926043.81544122
26427,KUIBGCCQTPEHVJUHJQU,92,468,6921248.523525127
26428,VCYEKVQCFHGYDCERVW,35,11,1252472.955167281
26429,YOIDGFIWWINWO,95,257,6530682.509111317
26430,VOJTPLGERVFAU,25,494,5354620.969599059
26431,IFLXAPFPWMHUNOHFZH,21,467,2224208.6154469987
26432,UNSBHBINOXYCVPSMLW,79,3,4194237.9772734805
26433,MVOJVMONLFSGMLFB,57,56,9240379.815062158
26434,IZDXNRTFBDOSPKJK,59,421,4627256.466766227
26435,BEDDMUKZPFWHZP,77,11,7306931.380700446
26436,RXOZRBGBXUDD,42,237,4029136.0334732234
26437,EELGQKSPXAMBBIHOCB,51,319,1938377.7382430432
26438,MYAEEAFEJQHSYXRRORRC,33,185,2304713.5834490308
26439,CSDHNYDWDEHXM,32,173,937774.4766741645
26440,PIIDFGYZXTWROINQKGQ,46,101,5058297.569971567
26441,JLIGAJBTIDGHUWX,36,154,467977.365522401
26442,HCRYRMRLTYNB,49,237,2729706.462560301
26443,EOUENUARYNV,72,247,7224015.719292481
26444,NCVEHEEDNQWSLS,20,380,1136665.8592569157
26445,MHJWPCULEEYLBLR,31,361,9532718.213411773
26446,VKQLVCPXFSC,39,2,4483251.162899935
26447,FRGXBFYSOJ,56,413,8741660.6612144
26448,WBTVSAVBVCKKDLBINII,92,131,7514411.450564082
26449,YCSYBVZVCPGKILCE,53,94,2892519.319932312
26450,MKGACXIEBYAZCBXRO,70,246,8558147.395509068
26451,UAHDHFPHDJPFCQGFIOD,55,267,5986128.133489279
26452,LABREFLZDNW,55,130,3769513.310191103
26453,LERCDPZDZEQUN,59,432,4060438.3052824307
26454,NGCPGPDMRPAQVFLZ,41,340,6195142.100874905
26455,WRQLWNNDPRWTT,52,471,7216174.235064816
26456,XJWXYCTRZVU,88,213,4808435.6822800785
26457,ZOXGNGUEHUANNCNEEXU,20,462,8491028.901748521
26458,XRLWISQBPSHPFCCTSKW,49,22,4886656.151543876
26459,BTIVUZJWHTV,72,269,9012296.035582377
26460,QYRLLBPSIQBARW,68,395,5216864.199863829
26461,GFEINPSSFYYXPR,90,18,8691956.560237749
26462,TRYFMWGLJELFVBFVKO,80,113,3368512.430093087
26463,SHUVNBBVYLNGCEMGRN,98,265,5757546.487440485
26464,IMWLIHOZISS,34,300,276566.11541536823
26465,KTHWEUQZPH,92,233,8766397.827498898
26466,JSJAKWMPAXUUKNEJKW,86,173,1363862.873309263
26467,KKPFPUEHJAOELMPQABD,52,246,9929553.38068112
26468,JNWGXXVXIWGAV,72,445,7544409.208337836
26469,SHKGSXPTIZKJBLYLOFWG,89,340,7153741.899480582
26470,KCYTCEBAIZDF,27,411,877633.1298547637
26471,GWQUSFPVPYPNEQMCFD,57,152,43931.50249636242
26472,ZFRHIHYFACGURTKBZN,63,435,2974151.539937656
26473,OZPUHIKRPJC,54,372,2708578.722090411
26474,FNTPOCTZQQUWJEEIZDP,83,462,7907377.106693226
26475,LTBIZHJUOGRYJ,50,456,3437565.910766024
26476,EIJNAZNPYBAYUMXIACK,71,249,7982264.845410935
26477,WSOYGLSWEVAWMB,32,416,666216.9393872778
26478,WGLHDEGCDB,50,19,2442656.056459229
26479,AIOKDHVLHKOQWNJO,26,244,3824240.623865579
26480,AQSBFCHAWPD,64,382,7189902.4429973485
26481,QBUKJGMOBGLSU,29,478,8354530.441782213
26482,HQYZZVQFLXQRV,54,48,8037714.209866936
26483,QCAMIFKYIVWIKHJB,33,259,6811998.3599387305
26484,QJAOLDYMPY,22,352,313338.72211317084
26485,AVUJAJVVUKYHOXKRVPE,27,224,9233398.321935602
26486,VVFJOLFJQEZVL,48,322,6397185.340631174
26487,OWXBNSBKSVKOILBT,70,422,791659.2603604738
26488,EACSUXGHJWOPVS,85,463,9628246.2672176
26489,FGEGJZLUOMCJ,18,465,1158782.991446446
26490,QUUIQBRAVEVSGBLUC,58,295,4803087.45941327
26491,YZBTKPFSIQAMQJJXTEJV,74,32,8339424.951588861
26492,VINIYUXKNVWKB,77,91,2797746.8908018926
26493,ZELNFNNCYJAOQTYSG,35,186,4492622.099978411
26494,MBHUQUKKMPFKNRQ,50,19,1198233.7056846693
26495,URKOKOFODPXGFYJZLNF,95,145,8025735.651185356
26496,ADFNWHXKIUTFGPFL,79,196,41259.063393832526
26497,NQDQMXMHEFXE,62,126,1254174.7989833134
26498,CENXVLYSWEANIC,43,130,7512716.010889778
26499,KBWWMSVIBYDXFMO,20,391,5305004.511301369
26500,SUAMNKPTCP,72,187,8887536.863398515
26501,TBXRKYMOSPSAFWBGUMPM,24,392,4414298.309144886
26502,SKQCIDCIZIDTQ,52,409,7324241.989408508
26503,YFQPGJSOYOSJPMHAAZGT,77,369,6802461.707515562
26504,KGPJXNUNBDJQQJS,85,63,4653515.272139738
26505,LLUHEVUZXB,76,341,7509062.312108384
26506,DUDUXPEEYMNZPKSBVKUY,59,407,9527255.123268237
26507,RBKWCTSQFBUDKGYEND,66,327,8696893.793478481
26508,XOEKQVSGBGBXLBKHSSEG,66,376,8222639.838541145
26509,NJCBNZCAVONQXUIU,20,71,360194.67754895106
26510,GDUOMLBCZOIAXFZCYW,73,240,6358129.338303581
26511,THOQJIKMQFHKU,77,77,8001307.45557924
26512,ZNHSEHRQUOHE,49,354,2350523.4064647616
26513,XKARJOLZAEOCKWRUTH,93,365,2141819.287260614
26514,QXICVEZGZLBTLSQFN,24,66,8538733.204673026
26515,MJGEFIBSHTHZJBQYWJ,53,32,7058007.577061235
26516,CDLXITBAMYATTXXHKD,33,180,3579598.284125726
26517,ZCPBNELQNFEBIQSQZT,59,330,9975817.012578238
26518,HXKTBGVQEUHXBH,87,246,8964275.83593618
26519,EJYYIGBOKJZ,50,454,4054283.684242358
26520,HXGMXKNLSCLZZJXGIY,18,61,921911.4144266596
26521,KRSOZDODQI,75,129,5395013.914836216
26522,MPSLSIVELW,51,416,1205588.147844548
26523,IAOMFXPGNQLVN,52,343,8505687.688365523
26524,KZRFROAHNZSHEGWOCKEX,33,445,7377926.339823985
26525,GKPHYAWKNTIIMEO,98,204,8137030.48146468
26526,VEPOJJAGXMNBSEW,60,443,8218089.418790144
26527,RYVRAWIVEPVBNGVSLT,69,462,9866604.210496815
26528,DIWOYEXDPZGYNXP,67,59,4857250.053983882
26529,TNHTLJUHSWBPUCHKNZKA,44,430,6294505.29429166
26530,WGGEUXGMPWNARFXRDS,55,476,1650877.5256730048
26531,LOUSFZDHUCYNFWLWBB,37,171,3483535.2921465533
26532,QXKJDAHWWJAVFU,87,343,8659036.274075149
26533,LAPYGVEUBWPC,97,27,9998104.45057816
26534,KQEMQLCNVUQD,27,78,184382.16138312526
26535,QSMACGMLKUDKCGJR,89,445,4437151.656630689
26536,HIOVRJDZGUQXXD,56,17,1014575.5636718818
26537,GUGYBCQXRKZRU,44,190,4521447.056712597
26538,KBJJXYGMVDEPPSKMWD,89,166,3977559.847040424
26539,UHFIHICKXMKSL,21,69,9981300.933426218
26540,PXVNPIMGTH,48,29,3607026.0619833604
26541,GZRPBIOPCSPFGMSMUIQD,79,12,9778159.58608667
26542,PHRPFPHHYOBHDWMWRP,61,21,9701749.552775182
26543,WKCJMEDOARVEI,69,270,3342712.7472786815
26544,QTDHZNGFUNQIFUBEUQAR,81,95,9158631.646898983
26545,DGFPYTVYWNZWNVBDCA,37,12,7066030.176803032
26546,MROJRQELTNQ,73,439,6712885.976555697
26547,LURDQHHFCLMJPSHEORXD,50,292,5507620.62573343
26548,AEPPVBGNREWXTT,63,107,4613243.173951486
26549,UBRFOYKWSPCCH,47,407,5200559.552503032
26550,YLXFJCLQCZPXMMAF,68,324,5590908.65675674
26551,ZIUKJNUBLH,46,428,2270675.924376975
26552,ONDUPPBDZYOZ,33,266,1894851.3180771037
26553,HIISCTCIKRI,49,327,1711721.497372002
26554,SYGOMTRGAQDSAOHLILZ,82,415,6114315.985203544
26555,VNISGAQHEOKIMXB,30,352,9449518.506356731
26556,JIKGECQJJJ,36,331,394951.341925465
26557,IFIVYFBNAVUNNX,85,138,3416611.560531398
26558,DPULUUFIOXBS,60,363,8658861.44510809
26559,QTISRCGOMKJTLKVMVX,80,57,5872048.800084893
26560,QNQEUGVYLOLHSDPA,81,70,851850.5062667154
26561,OJEJAZJEJSDIAI,80,415,3107826.2279825076
26562,GUOFOVOJPATNVD,58,165,5911537.045146448
26563,BBJVBHFXZZQJUIDDFT,86,481,9150975.575619344
26564,NIENWGOSVY,92,71,9695460.046767373
26565,OANEDCXUPWDKRGMERM,99,101,9825993.389021695
26566,REPWUWUWBJZ,42,424,6633038.672438352
26567,EZOBRVGALICX,51,162,8002058.946281841
26568,SARWKPVVEOIY,99,321,424316.1237616658
26569,EAOTUSNIGIK,19,368,4804579.281982019
26570,LZJITURGME,92,331,3973003.248727416
26571,HICTZAHKSTLZFN,60,197,7261105.864914033
26572,HSXYFXETWO,53,232,5261893.8691725815
26573,VGGEBRQZVWFV,89,333,8135829.47514048
26574,ZMSEBWIPUHTUXEXOBIP,76,413,2641798.5174880023
26575,ARKGOBGHNL,78,392,2212911.4517116505
26576,TZXSGBHHNAK,65,201,6063150.850968098
26577,OMMDUMNVIKTDFJFA,48,100,8485668.306097778
26578,APRCVFEBNOOFXDMZ,23,290,8079092.029978163
26579,AUDLTIOZAYYYHFHRULLD,34,418,6573864.730612877
26580,PHMAJQINFTK,89,385,7389109.63664945
26581,DZEDVABEWWSBEPILB,72,123,4629652.394882474
26582,AOHLXENGTHM,84,191,8379069.6135302335
26583,HJQSSLLIXSGCCZPVILBP,73,161,2884343.6791938897
26584,PGEOOMSHKEYFAFXRD,31,230,2417728.4648608575
26585,ZCTZRFZHTTBS,41,313,2195197.873550367
26586,FJZVTNEVHALR,44,178,1671583.1973143145
26587,OHINMRCWFPMDIHQN,23,213,208170.98240615195
26588,AAWCOQODDQUGHWOPZGOO,82,120,1002226.1987956305
26589,SQBQWXJOTDEOMFVAC,89,90,5755683.4875488365
26590,YCBTJMAANVIO,46,190,6345763.729136099
26591,CTGMAUPXNRFO,76,309,579487.987100666
26592,EXFKTANEIJNVMVOFZ,49,351,7307499.199104035
26593,IYJEUFISNDK,76,79,9969753.941912124
26594,XDRSQSUCMSM,59,230,942856.8917263792
26595,EAIDZWJFSYDZGKP,95,429,6888027.71062231
26596,UZJQQBJCODCRNE,91,95,6997042.203897072
26597,ODWDDVQKWRUQV,96,337,5093652.667257822
26598,DFZSWDMWXNJQOKLQ,55,495,4862097.626446805
26599,MDSKUDYWGVJPYZ,52,196,4329025.844554549
26600,DZPROBHQOFFZLPQWB,27,372,6912109.058874832
26601,HMLDUOIOPRCYQDCWZF,48,173,4063535.8728952687
26602,AQBEPMAOEGOUJONYBMFU,40,211,5120790.299153669
26603,AYWOAEGHDL,80,492,3978924.8395726057
26604,WAQUYCUYIDV,81,389,6240549.137876005
26605,WCNVUOFFRTYNH,65,103,6163965.693673865
26606,YJFHOIFJAXNKFOTLLGM,33,290,5653176.024764179
26607,PWRCIXYKPZWPGV,80,489,6640299.898145958
26608,EQURSQNEIDHYZWZS,20,409,5512128.208682295
26609,IQEPHATUSINFM,33,69,5365515.917410231
26610,MQLEFDGGLA,30,227,6770279.222404234
26611,TXMIRQUFKIUJIZNMH,24,249,7986532.962891199
26612,YRMZVDQZXNJAVDG,43,486,9803108.36576923
26613,SDVBSGLCZBDUL,74,436,8843118.064392343
26614,QFNRKVFTIJVEXWYFFNSW,21,72,1582702.3738277643
26615,UFTSDOWAZHIS,48,150,2488374.294094782
26616,HCHXWTHMZVFHSSCNHP,100,364,8615124.145926613
26617,SKVGJYDHBOESAHVKQARR,21,487,968329.4607157813
26618,HSIJNLOZJXXCU,39,147,5817713.404708934
26619,ATROVJDCNAKVDVKKOQV,49,54,6549295.137491722
26620,IELADHKXGUJOERSD,26,165,5616095.734600925
26621,RJEWHVOSXMJMTFGTKMN,37,332,9545986.729070755
26622,UTSNWMYUNSHQTHMQ,25,484,1341925.9662551675
26623,BJCKELQNFMIMCFXKIMCD,99,109,1238028.7909399471
26624,AYDQYNNEPGYJR,58,296,8505767.40117504
26625,SMHHWSSJUPR,91,159,7017184.655484567
26626,TFSFUKVSLNZDNHUPKWV,96,354,2073250.7218743986
26627,PCJMUETHDUAOSUMC,84,497,4109599.048697639
26628,BNCMFRTYLR,61,218,7016676.552257457
26629,MGWFVTRINZGZXMHWF,99,299,1530225.0659701964
26630,XQIKHSORGVNQRENSPEDO,92,19,7399370.754729972
26631,SKQGHWDFRSU,57,365,6776377.730815534
26632,HTCOZZSVSQ,69,484,3893566.121048043
26633,CWASKPPMZLTUWJJU,21,255,9936154.409799429
26634,GUMGRJKKQMDAEUFRNUR,96,339,6724250.83710271
26635,MUDKBRXJKL,95,410,5800051.966785057
26636,FEBMIOYEYW,85,175,5673174.758024481
26637,MDJQMOXQBKNBXPNW,73,299,8807423.768371645
26638,PPAOWABPHRKEUPH,90,422,596865.3242653111
26639,QRXRLEQJKNZCUH,37,371,454083.55313243985
26640,RMDYYPNHBYXFFYTM,36,343,9479914.798906712
26641,YMPDHCDLNGUFUGEH,55,226,22032.392982430836
26642,RNQIFIEYEPOS,79,251,849230.1997344049
26643,WTLUMDCVZEINQLZ,53,155,2270533.225750687
26644,OPIKLGXOMJ,44,245,5969615.585778892
26645,BRPOQXDGEEGBR,66,475,5537102.759440128
26646,WONDXSCIJJAPLEES,51,401,8288210.545864339
26647,JBYTMHYTEHB,77,495,9095176.731125513
26648,JYILWOWSMKVIOPF,83,141,3939411.2108494593
26649,XERNIBUCGRHF,33,281,1363065.748016276
26650,UTKLXOTNXMXP,58,188,1401903.1043682573
26651,TDBJVJTNVV,30,280,8260364.369420055
26652,ASMRVBUUFKYMWXKYPEK,31,191,134794.66054780007
26653,GRFCRXAFSALTZIKW,90,406,5691491.89326879
26654,GIACWVMKZCX,52,138,913010.789394072
26655,CRXJXJLIRZJVHBFGO,30,87,2055305.3082522536
26656,GCDWJBUZKPXGOI,92,178,6951516.119840065
26657,MIWRSTWBSAVZ,78,72,9854265.40061114
26658,MZWMOPHTUULHOJUK,19,321,8171021.421047385
26659,HAUQMUAULB,82,127,3049840.623487248
26660,KTWKKRHWFEXYOYYLEF,99,289,4736278.201028901
26661,BREYKHHIZECHKPJKOYQ,73,161,6582745.729372861
26662,DWDMCYILVIACPCET,79,109,8647111.579608865
26663,BGKFYFUTJSUWYNJN,30,31,6706347.467309896
26664,BANKDVAIEW,33,338,5250319.754898485
26665,SDBQUFWWHT,33,245,277184.2010702288
26666,AKACGLJBGKRTFDICQFUG,75,94,7387375.4395111995
26667,LWJPIWWHUEVAXJM,18,410,6735593.004343508
26668,EZKSELXWLL,63,67,1545725.6892838688
26669,TRUEZJIQSIVZHVBR,20,307,6056985.721238601
26670,RVHKLTYDRQIATAF,37,127,4764276.967963317
26671,VGBZJXNIMVFI,54,107,3337505.1435836097
26672,XDWHJPKMFCMPJI,37,93,1073082.2547836606
26673,MOEQROOLDBDGHLTZBC,88,348,9447333.02064629
26674,OJGIXOUYDZSKMEAUQMLE,25,76,2372015.768300481
26675,ILCSVWJZQVZZU,76,73,5141651.893132627
26676,RXEQWQJVPT,73,113,4974129.551218997
26677,GOTPIXDVTQTWCJTNE,87,16,1576239.370766063
26678,RQRYMEVFWNCQOABXAAF,95,490,4076132.761977717
26679,VLFGEKPYFLJWBQDECKLT,21,83,4789923.522948554
26680,EKCLLXPIEHHFLQLI,53,240,4333320.841338997
26681,CGUSTVOTLZCNWXD,60,449,5762195.865674721
26682,AYHDGLEOXCWRKETZOPJC,43,463,7204458.768861638
26683,VHQBEWBIFVKHMQTZF,99,133,3641796.0619018837
26684,VBQUSPGQBWGFXQT,100,142,5047860.633044634
26685,DVMQSVCVFE,87,16,7780418.293177839
26686,IINAOXNGLJGYGYWVZUTT,75,294,2856797.572993784
26687,CDCIETGMST,94,347,6890409.2762343185
26688,JRNHFOAVVVLPSERVPVO,69,229,1806202.569044136
26689,ADRLIWZUZVN,91,332,9450190.975398263
26690,KASADLIBMIPPTWMMTFZT,97,327,9807210.122747887
26691,AYRQQBFZXSLOHRYWPB,39,203,6735478.84051752
26692,SPOWMYWTMVPYAKXHW,97,423,2584966.8465321953
26693,IVNAVKILNMHSEAH,39,34,7637414.730349657
26694,EKJPXGCBVRNQRRMN,21,308,4633870.80647189
26695,OFGRZKVKQPP,35,410,2588598.0480307313
26696,OPEEIKQZQGEZB,93,315,1525531.4977029734
26697,NCTVGZXUHQNS,59,205,5316949.647892282
26698,LBZJZYBAHJYSWQR,37,398,6957107.821533414
26699,AJUMHXCTNXNPSZJIO,90,309,1935948.3949044542
26700,AVROBDNJJO,22,142,1735429.9318832546
26701,AJLYUHDWHFL,29,226,2198030.1808940186
26702,EKUDPWJYJAIFW,65,486,5503547.6348173665
26703,TECUCOKSTISJ,83,405,9002210.217406714
26704,DYMBCVBSZKJNAJFUUTS,42,54,4125514.6953649865
26705,EHPZQFJDRNTULJAX,19,273,5934535.274374737
26706,RHVLICNBEIJMQQ,91,158,8288046.351022096
26707,DKFTUKHYSJKHEBUZHJZR,56,179,1233793.1858468675
26708,TLLSKLWETREUPFXTUG,98,210,1501820.290349336
26709,QPZBVJPLSLOMNUAMD,94,492,7412397.967522104
26710,ZZSWMJQANVI,39,128,1682363.4160067604
26711,XCYEAPSIBQVSXOI,72,223,6599607.266389196
26712,GAKRCYLHCEJJYZSC,42,484,7319886.545122271
26713,UHEWECHLFF,23,102,7473306.050550689
26714,BKHYLQHDCLEMCKLSI,43,422,2213011.660859264
26715,WHDIJLCGMRMELE,61,137,5070959.839216581
26716,YOYTPMRRQY,51,324,5336865.336710782
26717,JZRDZWAWEOIRW,92,352,4305062.25247229
26718,OHOVHVQAKWD,76,245,3674982.6535706148
26719,MKZJHSPJDCLBCNUWQ,19,99,3614293.2205126924
26720,PCPXEKXRDC,77,254,210810.60727306234
26721,OZQUJTDCBQ,87,46,5929039.521321096
26722,NHKHQOTYUHWM,81,386,1859234.1351548005
26723,IUOODGXLAV,67,293,1789279.1800699688
26724,VMZQKUHMUHMK,24,17,4256716.825173853
26725,MOXJVHNSBHIMGX,90,289,1331843.7123592363
26726,GGZPMGNJCUC,42,50,5271991.22374398
26727,NWZAIKNDNN,90,147,9894624.271014
26728,HCKGMDZXRM,52,249,5611658.943964109
26729,VUPJHFJWKFC,74,183,3372127.625383888
26730,YDZRVMHCHAAZFJTIY,82,108,3552404.8231407683
26731,XMRDVRULIYHKLUDSCI,94,387,841313.3269273937
26732,EZAWWVZDZMECZA,24,57,1362037.3449320495
26733,RQAHEOWGXGQ,82,263,3102267.4042134113
26734,BSEIFIXZEXHGHRZMQ,60,484,9375965.085212912
26735,YTWAQGNVWDODTOKBDLN,33,263,6080388.248719401
26736,OCZKUUGPFNUIGPHYXERU,78,69,6581383.9727320345
26737,RMAPOPLQUZLLEHGUMM,30,125,3171253.4670219324
26738,GDCQZLPBGCCZU,94,315,2032969.9151426763
26739,YMDWHQGTRMEPS,85,32,3134192.80205493
26740,WVXMWVPIVIMZEYVPYN,70,115,1596636.9115367972
26741,ZOTPBNVSEPFANIAD,68,470,9900937.313038062
26742,MIPXDDDQCXPBYPYP,52,382,4348828.318122567
26743,KTAXPYANEXXUKO,54,151,5596417.015261541
26744,LABJAGGHVQ,96,288,374916.42781683523
26745,OFJNMOFKMR,88,229,284174.1307145113
26746,HAFNLQLSMGCDCHUPDJTD,22,291,613641.9211647502
26747,WOYHJEIMZTLTMCGSOW,26,72,4730511.025939627
26748,YBHIJBKICNYFKENNHCE,84,147,1575882.283753596
26749,NJQBRWVDVKJUYLZNL,42,268,2917065.621060567
26750,WRMTYLXSLTBPV,35,237,6374259.10470408
26751,HZMHMPTNZRENRB,70,159,9306634.84234649
26752,BNSUBEBCNIHSZU,97,250,3054223.7011527326
26753,QXFDPPWDQSFD,20,492,3222715.1746554533
26754,MWZFVVDRDOD,75,209,5865622.315945006
26755,NJDPAQJPJWTVPC,69,481,4940196.901443344
26756,UPEYJYWEMBK,50,392,4918194.531543414
26757,PGHHOFZREEVEDQ,78,293,6284889.1971163135
26758,XVXKHFYQOCXKDDULPCWO,54,268,2412710.967610613
26759,PNSEXXYMHNGRJPM,69,249,7640574.730476498
26760,QNNGTYJVSSSLL,83,186,5630952.308125648
26761,JXLBGECBHHANVMKJQ,36,128,2789762.825794717
26762,UAIVGRKZWQULXAWHMMC,58,273,4464778.639273839
26763,XWHHMWADFNFK,93,103,3683122.165679702
26764,IGISHKHNNPN,83,290,5252392.279255127
26765,SWOZDRMGSQMMDLVBX,25,232,9992912.298460338
26766,NNXZGBMVWOADIPLYDHC,98,284,7080647.980644707
26767,UXAMJVJWQWGXNYT,70,317,9189180.638653973
26768,DWVEVFSYVWBL,84,359,7407472.100018684
26769,OYHRBOKAKXGIUMRJUXIT,24,370,8476192.88428381
26770,TRBQTEBSSFCNCJIDBX,53,382,5216142.657598735
26771,RDREXHQDWEUWCUUCMC,29,384,8994269.285064455
26772,TMDQPCNICYKPB,79,324,8119729.06218814
26773,CCSARSJJPPYLCX,96,492,4911220.942031046
26774,SMRWEZVJWQAKE,38,131,9733877.450190136
26775,KQKUJBNYJYFMVGRNDO,86,41,7006787.418288204
26776,DNDJBSUORRDOYDVTLC,45,286,4154280.445638944
26777,SPPBSEHZILSLOUA,65,211,8643778.642506236
26778,TKIXOSATLL,38,156,5384790.89064422
26779,VKGDSYMVSYSWLL,33,276,4845140.353598961
26780,KKUQHDVCFIORNLOO,27,241,7769211.687298135
26781,WIHQMZJCFVDONZM,71,45,8215796.466370392
26782,SHBNCERKPGIODK,25,137,7253018.760731222
26783,TQLDRSVYKCSWZELXUBV,52,375,3940557.0904003587
26784,FNYMLAXSQYYBQVJKIDG,40,321,8344626.92677269
26785,NXEHFCUGJV,42,261,903283.0033595188
26786,AMOKICZXXA,48,490,5359577.349917606
26787,NWPWKZEDFVEUYL,58,77,2381021.932466332
26788,MQBTZVHEAHMU,34,43,5220290.051839212
26789,LLAZDUQEJBEJCLTWLHE,92,322,3637461.5569813447
26790,EFRBFUCVJENKE,48,489,9902096.83895274
26791,QZALHGXEZKLGHTIKC,71,209,4620450.508728724
26792,KQFEBKWVSJLQNFODH,30,298,6290779.586919839
26793,SGKSZAOXFAVZZFA,86,296,8313972.072600393
26794,SRAIIRKZMSQULAZU,50,145,1320001.95782816
26795,SFPIPLHSRARHDVGJX,34,365,7515276.948888899
26796,STPQQEEFVGKDOK,98,229,7003783.719416874
26797,TAGTTRYNSB,51,4,9952134.815836048
26798,GSRIFFHDCJVVMY,18,153,539913.5916416637
26799,XEQUCMYSXQCPLIGE,52,182,8174285.996355527
26800,CBVUDHPSZTOCN,19,96,291592.5793332658
26801,LRTOVGWPDCFHZEH,91,221,6553582.727692737
26802,YDUYXGNDLWORRZGEE,27,304,694673.491791637
26803,NJULVVLXERCLCU,83,153,4345169.476823243
26804,MNQJHBXWGEGEMLVM,39,315,6743866.563260078
26805,DANZCBKKDUHIHPBZ,56,388,4114644.5534648867
26806,FQDUGPPSYGFTCSWTQKGW,36,370,8735825.607280325
26807,PLYXVOOFICDKLGR,31,224,5462031.1619021995
26808,DLVGDVVXVUSRDG,21,44,4090284.415652885
26809,WANBLWSKOPFPYILMVCUV,69,316,1175850.494587007
26810,VNYPRNJCAYPPZUFXSCWA,71,402,6633772.736715393
26811,GEMKYQXCLFJIFXJWZ,43,460,3200588.810166948
26812,WSWONBGTBQAT,60,258,5100645.395912789
26813,TNFYBVCKLEH,72,399,7866880.288353055
26814,ZQIZOUTHVIFD,84,95,868444.7609787673
26815,DUUKZUNFNMO,56,332,7185809.94325269
26816,QJKDBROAFMBAWSLAGC,87,81,1368412.7511101014
26817,KHTFZYNITDKV,92,17,2523944.6911762054
26818,HTWZGNCOGUZNUFOAUTN,61,341,966853.460024128
26819,BXKNVMAZNTIWXOCHMKN,63,327,7573717.307389096
26820,UFFMSQDSCQUVEJYQGRJ,33,238,7480163.822364042
26821,XSWURDHSCBHOSGBZZ,77,351,6161591.603538818
26822,SFLWZYYRFVXO,77,78,9027970.614205102
26823,RMLCIUDMKU,90,459,7673949.8364762915
26824,RIAQWOQWEBXFDVHSSVN,84,343,3338039.285967605
26825,MNBBQEVJRMF,60,222,3127815.3083248595
26826,ACUEJGIJKYUXBZ,40,481,9047767.520185206
26827,JTSAJUCQBYBFXH,93,208,8525077.748915697
26828,UMQDZSDFWCBCMYZW,88,367,389201.87506278546
26829,CHOENIUJIJXHSV,59,271,9419098.789752137
26830,YFBEMKKJKA,97,356,9260284.48049945
26831,JAKWWNQALAGE,88,378,5265427.5508985035
26832,JZXDJKCGTVRMUM,46,478,6212939.872832892
26833,FNEYSUWDNHL,80,279,9129362.508976832
26834,LOXMFGLZAUG,52,295,6326953.323861301
26835,HNFAYJTHSWG,46,259,4061778.836295996
26836,CSJNKFVPQSRGGSP,37,124,7767740.943014267
26837,MNFAIBMTKJANMRB,89,240,3051576.4423544183
26838,KTHXBLVEASAI,59,202,7086320.225090629
26839,INZCGJQLMHGBUKSLYOAI,24,487,8546284.248338666
26840,MHAEDTJIVSPQHGJWAOYD,25,367,2681243.4722868777
26841,PHQVJJMSHWR,73,225,4158030.312303035
26842,SZKQYSGDMBWNTRNSPJY,24,221,5144527.104357847
26843,TXNKOJUTMNQBM,63,416,5989573.893465554
26844,HRLQCFXPURCVYPJEEUI,37,73,9689927.039787473
26845,XGGSTSTRKHSVNIBHEC,25,89,296682.9590119879
26846,PBUBPNYPUCMORW,49,43,6760318.481939631
26847,XTQKSYGYCPODSIZDPLI,72,163,6744758.829904074
26848,CSLPQGOMDERXPO,69,190,973293.9315955454
26849,BPSAEUWWMTTVT,73,139,3228709.3612069874
26850,WNYIUMBUTVIMCXLTAB,58,217,5609886.068215772
