ID,x,y,Name,Age
5075,401,2012,FNCOMBRLBKUKERMFN,23
5076,8072,4485,ITBBXTDGRICVL,18
5077,8303,7340,NPJSYUSSOQPOKBYRR,64
5078,1473,8537,FDVTJJQTBVZGE,52
5079,6791,4940,LDSIVUMPECHITUGARYX,63
5080,6420,6624,EUSYJSXTWPCH,23
5081,4994,9853,FUZLIXKQLPATNZ,43
5082,3104,859,IZXTDQZAMA,34
5083,2518,6905,WTVTNZHTBN,27
5084,2428,3933,LTQAHUMLYOU,72
5085,4618,7795,OVHJJUGEFZZBGTOX,68
5086,2014,7305,MRQPYJKKWLOO,24
5087,904,4001,FTSWBNHKBPZX,62
5088,2245,6215,FMTJHICECLIT,53
5089,2331,8188,LCNJVQRKEWIBRNPABPRM,15
5090,2266,7043,WBWLHURLXFOEZFJ,66
5091,1632,1819,JBYOUPWSELMARICTLE,61
5092,6696,3585,VXIROLIYTRJ,74
5093,7188,9558,CZSXBPFNUXZYBUUSOIU,17
5094,9998,769,RZWTSXHRILM,52
5095,3608,3099,WHYDGAZCMYAQLIGP,47
5096,5408,6711,HAEJWAMEJFSPXX,54
5097,3401,5092,XOAFVCYLMZHUJ,42
5098,9542,3135,PETXRQTVHYALHX,31
5099,3484,9801,KEFAKROQKAWZNTXRFC,68
5100,5635,5576,SYSFNVEWCHDOH,64
5101,7392,9847,BTOBYITBJDYDTMID,25
5102,5542,6453,LJMJNXMXVAAIMK,34
5103,4716,7967,MNVZLKUCOALHOSNNGDFY,55
5104,5109,9239,MCANQVHKXHMROKZBZ,38
5105,3781,4162,AHNYXTYIIVWCWHSJV,57
5106,1,6786,XZKWBMLPHSIGNSV,47
5107,9361,6349,VOYJJFVMLDMZQG,61
5108,6334,6865,ZBHAVUYZPFAYJAA,50
5109,8623,780,GXIUIJPGDEGCHVEVMJ,65
5110,436,6844,DQMLGPDPXWD,55
5111,7024,158,CWBVXYBLSRIRIVDI,46
5112,2072,2062,ANZDGVFPSJTMYWGXNW,33
5113,1093,447,WKYUPLKMMHSXOOIQP,31
5114,7783,8117,SVIGFKPNQICYBFNNVOUP,42
5115,7369,3213,DOOZDGMMRQ,45
5116,4442,1585,JNFLLGEOGGVOAGKSV,68
5117,4464,9411,YMNVNMGCHHVHWACCUV,54
5118,4454,3812,JNVARWLGPJHMDLMJ,39
5119,2990,2040,DBRDTXFPJROZBS,37
5120,8597,5911,VPFLAFHVMXGTUAUOP,30
5121,4522,3097,JHCRJHNNSHYNTIYETT,24
5122,3788,487,EIHQICKBHV,52
5123,3414,4768,RCJFNVTKUBVDTZUR,51
5124,3092,9830,IBZSIZZQEOCCHLFXNF,70
5125,8969,2056,HNCVZIVJZNF,22
5126,8804,8918,LEZTYYIDNDEOCAZWOROW,65
5127,7299,7173,PNWOAUBGWYULVEN,56
5128,745,2026,DQTIZGBSSIWLFC,36
5129,3647,6869,BFMTNKLROUO,31
5130,6206,2317,NFAKDPBYNRSYU,28
5131,7181,63,NDEZCKLDLVL,38
5132,5591,1635,RQNKKKZLJWSKMAZSL,31
5133,4478,6334,NMCAZXKYDNAUSTS,60
5134,5631,5024,BVMTIEHSDRWUDSHQ,72
5135,9956,3764,YTDGZINCGZUWBV,31
5136,8301,9558,ZYTZBYJSPPDUNHKNFTIK,58
5137,3351,5020,RAHCWFELSISDRR,31
5138,9403,3711,RGHSKRLBMIQ,34
5139,1273,3212,JBOMCXZMREL,51
5140,2166,715,BYJCYQQJMQ,62
5141,231,8939,MNPPBIPCLZBGJQBJRBVO,47
5142,6014,4255,YOQLXOBGGRVTUROJ,69
5143,1871,4614,JJELNWUNAZBRZYEFIZGV,33
5144,8203,1818,KPLESGRSFGOBPHXMRT,17
5145,218,4537,FUSYPRRWXCVXLBUKSIGM,21
5146,9611,2525,PLDNSNNJKQGLGYBYKUSO,36
5147,7007,6315,ONITTLJEMKSQRV,15
5148,7482,781,YVYAFPTXSJTFT,43
5149,6219,9823,PTPIIYJJBMR,70
5150,4225,3086,KDXCATUXOGAYFV,51
5151,5241,6667,GWMEESIBPIESHP,64
5152,2969,5832,NIEVOSYSKGQINDQD,29
5153,6430,7409,KGHQANILHUQOEMHR,38
5154,1111,8041,FPVVBWADDMPQGHHFCIZ,69
5155,4884,5649,VZHWREEKLFPCW,66
5156,4913,1204,USLAWQXYDR,33
5157,5000,3425,EDHKDRODVVXYTMOXLIK,65
5158,4416,4584,GGGTOTYSWUA,56
5159,6050,2555,BUOBKFDGVQRYDKSNO,75
5160,9886,2259,FSJTSMJFRQFDDOREQJ,70
5161,5990,4215,BHJJKCTRQDYMAMONHXS,48
5162,4261,3569,WZIRXLGXSXJNBH,36
5163,5910,705,PTIAGAIGBECQJRKW,71
5164,2621,8995,UCPAEWWXJUHWIFTM,70
5165,6442,8190,YSBCMYMLHBCLAMBYEMX,43
5166,6059,3608,UYWQTJEPXXFLBX,41
5167,9336,87,VURLVBMLABS,38
5168,8621,3655,IIUVWIQQVQQ,54
5169,9669,3319,XQRLOKHTEMHHPELHNHIQ,40
5170,6293,3657,VVVEKIZVZKB,62
5171,6341,2580,SOULOQLJNBQZBH,57
5172,1579,5100,FCMJDSTCJYAIQ,37
5173,9598,5510,JPHWAPRLHSGP,16
5174,535,1652,QPXENLOWXYZDFSTPHZCD,61
5175,9384,4462,RMPQWTPLTNHIYTZD,65
5176,7589,5139,MPKBTSTINNSDMYNNQVAT,38
5177,1968,5601,ZXTQYACKHUHJWF,62
5178,2855,4113,KBHTMIVAGF,73
5179,5736,2419,LPBHHTQCZHRVXQEL,71
5180,6950,8941,DULFIVOWQTON,44
5181,7162,3185,UEOKVBUKBBPUFDBUFT,70
5182,7856,5992,SCKHAPLSGPDTDIS,39
5183,7040,7870,VNGKDUILONMHTWVTXAM,57
5184,6281,8634,ZDHSMLEEPIFAYUG,69
5185,8956,1912,YJUZPGSTRSLHRJAZJZCR,67
5186,9964,8023,ACPMDPODUE,74
5187,1692,8547,GRJAEBGLENJZHVXR,50
5188,7203,7436,XLBEIAJQHALGE,16
5189,3604,2994,UVTNRRSTGCEAPWYJDE,16
5190,3334,1303,SWVUPFNSMYS,18
5191,9119,7316,SZXTYSMDFEVDHI,52
5192,1241,5571,GQFILSFEMRDEJACXW,19
5193,2286,38,UJMPFKGVHPM,21
5194,3469,2927,UTVXGFOTUF,55
5195,111,8069,LVQMOHWDFTHSFFLWD,46
5196,9793,383,QQEZCFALMKPMYEWRN,44
5197,601,2856,BHTKOYRDBGIV,65
5198,9775,5549,STYXCAGLAVIWENJB,54
5199,6486,5805,EHARPBZYSEFD,61
5200,4650,7419,GDCVCKNBRCELQCH,50
5201,9363,4021,ORQDYIHFDYCBYWOCSGO,18
5202,3357,4771,BBCJYNJUJUJLXGLJVD,42
5203,758,2800,USYGYDYQAETDLVFQSV,41
5204,5444,9165,DSTETVOSEMUYCG,43
5205,1492,2830,RKMABBSANKT,48
5206,1708,931,NJYSKMRMXYCNXJ,70
5207,1487,9847,UNROPIKVQGHMVZYWM,19
5208,8188,3352,ESMGKOAEUCGGWS,38
5209,7940,8228,FCRAANGHOXOUSVB,68
5210,2003,7489,IKSBUNJLRJJKTCHWXX,55
5211,2981,9954,VKYTEJNEKUJHLM,70
5212,1344,7255,XCJHTDABUZDUMODMIPJ,66
5213,9745,2573,ZRVDUNETQFVAGREW,30
5214,9639,2990,OBQIMAEMJSEMFJL,39
5215,5394,7157,FLBKDPUYAYCNRP,25
5216,9530,5102,CEIOBOVRWMDXPTVGZO,58
5217,6775,9726,WKEAEMCGFQUTE,41
5218,6691,5416,LSQGLQRUYFFLGNYKZ,70
5219,2388,6842,TWBEGSBWJJTFID,27
5220,3677,1830,GECPNCNBGN,61
5221,7724,6410,QNIKDTKYJZWZVW,25
5222,8934,1890,NUWPRAVYSBFYTEIKLWEC,35
5223,8452,1975,ALMSVLOFGDQEMCBZHBVV,57
5224,7878,3177,HZFGBFQBDORVDORIP,65
5225,2269,8026,IDYEGCXEWLL,46
5226,2493,8606,WRKKMYNQRVXC,56
5227,2320,105,TIYFNDXXSJYZS,27
5228,3434,2734,FGIZDMGFERUXBDZOKKKP,31
5229,689,5431,XJHQTYGJFTXXGENQG,28
5230,24,6697,DXGATXXCLD,62
5231,6009,3924,NGYBXUEQLFCCIT,25
5232,1544,608,TGMTNCPJGOIUVXEMYJE,28
5233,8904,6168,BEPHMMUJBVTZ,62
5234,1632,8251,HLZNIJIYPRVKNBKEH,65
5235,4352,4906,WHBDGYKJVPAUXZRGTF,20
5236,4907,5472,TXLBYNTWWJBLFGC,51
5237,262,5242,DDIRXZGUOAPQKOUPJVJL,23
5238,9564,1048,LZYKWAKDWYGN,64
5239,7632,2621,YRLYLXZDFTXNZ,17
5240,4405,9127,QRZJFTJXAUVOPJMINQJ,72
5241,9245,2322,LMIEHAHYWDFZW,50
5242,741,7376,REEFLXGFMXQAKJ,34
5243,8323,2477,MQMGJTWQGSIOJWV,65
5244,8288,6769,WLXULNSTOVPNM,57
5245,416,8138,RLRUHRTJOV,43
5246,2318,4830,YFGSRUEQPJ,28
5247,2914,8508,EJXPMVHXBLY,48
5248,7998,7037,TPLNGWSRCMUF,16
5249,7525,9631,HXZQQTPMZR,53
5250,1859,7493,WMFEMGGGASIAO,60
5251,2957,2828,FGPTEGIQQWHENS,59
5252,8082,8949,OPFGUJCWDMFNLLZY,16
5253,3362,6977,MHGFOYHAMHGGVXR,28
5254,9826,7028,IVFPGNALKIWYYFEU,68
5255,1522,4518,VIDFELCVFYEY,71
5256,8644,7186,PUPEFRRSMUTXUSJO,56
5257,6731,4251,JQWHSYMBBIJSUVRA,24
5258,2965,9012,LVIBQPOIQY,57
5259,6257,6173,EKOBHOJLOB,15
5260,6355,9879,QLKNWHYIYFVJXCWQHBSQ,36
5261,9050,7572,WULHRKMRANXRNAAPAWH,26
5262,1736,4299,ZEBBSVBEIPHWPG,64
5263,3534,3973,KTTRTFPIYVEQAQVFPTI,66
5264,106,4271,SEUWYSTXHN,45
5265,8657,9218,HAPHZOUZVDMZEKW,30
5266,1248,7955,GWEETWTJNFRSC,54
5267,4619,3040,QRXOIIDPQDVMOM,21
5268,5736,9489,EEXUYNOXNOZNJHVBF,24
5269,8514,8497,DZOVCOUBQUOHDHP,29
5270,7920,4472,RTYBEFTNNWMVNXR,32
5271,790,441,YTNBQMFESIHMAOUISRR,49
5272,6340,3582,VVLPQLWRWQSD,68
5273,5930,4942,WXFTPBLSZAC,48
5274,2235,4670,ILQSIWWTBCOVB,69
5275,7505,7632,VMDYVHJXYH,62
5276,7015,6334,NNDKSIRYUSHQJKUDM,26
5277,8397,3228,VGWQFBXZZDBVPX,18
5278,3939,9872,UGFXSTUZTPHPSLA,26
5279,8049,1192,PXIKQNJBMWNGT,39
5280,5626,9612,WDCDNTAIBGGW,59
5281,941,2406,JSVKBCZZXLQNXHSJQ,28
5282,4403,2471,TRXWAVLYIN,75
5283,2386,1791,FYGJTHYMVAFFBHO,74
5284,919,4233,WXXABEGCMWQBEADPABD,53
5285,3338,4377,ECDTOISQYEMGROMPUG,35
5286,3917,4784,OJIIEGDQBZJFXXIIH,30
5287,6099,974,POGRFUTKLVOSDKT,73
5288,1164,8307,EVBHDMFDIGQUJDSDJM,66
5289,7176,4398,RFPSCPPNUEUCQ,70
5290,2035,751,BFEAJLYQKMJENIVJQWHT,52
5291,2941,649,JHLHCILUWU,57
5292,4870,7358,ISJDLILKMB,47
5293,1439,9690,DHJKCZHZOEWQXHUVBBN,19
5294,9079,4464,XWUPQKOZKRHFERDRTYVW,21
5295,8853,4179,WICRYZVMLAVYDXAOEIUP,67
5296,269,9095,SQTTJNXKQEYN,34
5297,7495,7373,KMXTOFDRCGY,61
5298,1325,3650,XWDPKOOWRSVLCIOXTKB,43
5299,540,2892,LXONMVQZNUUHKO,67
5300,9533,6026,NIYIBSOLKKXRMFUFYGN,29
5301,4506,6139,TBHRHWZRXRZQJDHIMO,19
5302,306,1975,TNLVLHVBGSYVUK,21
5303,9743,3655,CBIIQVIZOJOGDJDYFR,30
5304,8110,7295,TWIZCVBUENWZ,62
5305,9325,1073,HWVMGFUKRDBQGDGEZ,63
5306,6937,3028,NKYOZYLPIULAFOSHHV,57
5307,5650,6349,OJTXFIWXATOSYGBCNXN,17
5308,5014,1268,KQHMPZSTIYADAEGO,64
5309,7627,1889,DIBQIXLICPJHROIQ,27
5310,2726,3671,ZSBFUFKKJMO,40
5311,7409,4462,PPIBLCKTTHY,49
5312,8726,2994,LWYCANINRYKZ,34
5313,5757,7459,ZWVISTMBSJZ,22
5314,3905,9199,OWLQYMKZBGYYBWR,67
5315,7066,6654,PMFSVJALKZK,55
5316,4767,655,JYGWMFEXEKS,70
5317,6035,4657,AEDHDCPHQP,56
5318,957,1917,WIPHROLNYAWPXENU,54
5319,7691,1305,WRVYTCMIMAK,67
5320,6523,1644,ELSZPZCJFW,61
5321,1209,5852,FXVBSYWBBVXERD,19
5322,2833,6153,USWLECASEF,17
5323,5224,104,WVEZNZDDJNY,48
5324,5899,5756,PPHBAMBSMMW,42
5325,7716,9361,LFCXYIOYTMNQHYJN,43
5326,9421,1383,IUOZCJPPZFNNDXHBJYW,19
5327,4360,6024,RHHPREBKUSHALUMXYLZ,65
5328,319,9547,SGBDCIKQKFAGIWM,70
5329,6118,715,ECRBVNBITKJHIIZBN,15
5330,5865,9135,HKPDIWVLLVUCTQTFCJQN,31
5331,8276,4460,MQQSZRFTRBUHUJSKDBHD,63
5332,8635,9701,QKWISLSBKGB,33
5333,3111,627,RLLHFGIAIZR,36
5334,6610,1093,EXKGXKGVLQKYCQQP,22
5335,7383,7888,LXIPGVAGNSSGO,69
5336,6452,7059,LZZBQEXADJCMUIIOJMIZ,38
5337,560,1336,BXNTXYYBGK,30
5338,9502,8111,CMQIOKKDCUFFPTPSRB,39
5339,1027,5983,TTACNWYXAHMSYIVU,28
5340,2058,2121,UKERDZFDXXPNTMUHV,75
5341,6432,9670,AYTEDNYGJEKMRZVMABMO,63
5342,9365,1824,OZGIRCSWGTQOVBFXMBV,66
5343,4009,2113,HGQWMAKDJYEELFOIXZK,28
5344,7278,2219,PNYCPGZVGOI,32
5345,9569,6195,UNXHNSRPWYVXLEJOPU,35
5346,4321,8285,AHQQCMUGNEMAY,52
5347,3276,2142,HHUDGDCKTEVOINZ,48
5348,8756,4070,QGGPOSGYESKXNIDI,46
5349,2538,3897,GMLUFWJPRKVWDVQFOHXO,39
5350,5811,5301,JWZTJJGMVE,46
5351,2396,532,TVKYQELDID,58
5352,6929,9837,AVTZPOYDVRY,58
5353,9102,5626,OZVSYYGEULPUACQA,23
5354,13,993,SPQONDWYBEG,48
5355,3862,7865,INMUOWGYIWRLOKENJZD,54
5356,3316,4257,XPBLBCRHQKSUUUSAS,37
5357,7101,7782,RJDJIXDPTV,70
5358,7512,3457,LAEREBKJHRRJCD,32
5359,6558,2922,DGYOXSRZIXTDG,65
5360,9098,8027,NMFQYYTUHX,51
5361,4739,7375,YIGXZRJTVM,18
5362,9201,2083,MZZAIABWRK,15
5363,7200,5067,XCVVGOSNTRPIYMP,35
5364,7719,7131,DBLBNKKJYYLBCCVWIAGI,19
5365,9600,8300,ASBWRNQGVGNGBDSK,71
5366,5870,8158,GBJAPUKVWWKWPALK,74
5367,9752,2601,UEFMLAYWOUMUNQKPE,49
5368,8532,4338,KVNABGJQHPRUICFZJ,74
5369,730,9967,HYIKSVHTNTCEB,32
5370,9562,7150,LNAIXSMEOECS,23
5371,5545,8846,GYHXRZCXYD,18
5372,4319,7397,PATHWVRHRPMSSULJ,20
5373,1288,2702,EMIPJTXSNTWVSAABA,56
5374,4529,9776,CQJEQAOEVRYQOJYNAZGN,54
5375,7553,849,SUUCNSJAETEX,69
5376,1232,7132,YVEDIRBHPS,31
5377,5204,2918,RHFSGFNVOXBXIJNWHKQ,51
5378,5768,5217,LLAKULTNPVXHOXXXHTE,73
5379,2340,5934,LKFEEPULRAQVGTEG,65
5380,1723,3359,TBSUGVAJSR,26
5381,8427,5548,CVPRYQDOFOHYGZWHHJ,42
5382,4204,7772,SWNEGVUIYUZKY,72
5383,9487,4480,BAFHQFQPOS,73
5384,3737,4490,MSZDQCRCZYQVNT,23
5385,5886,8598,PYNYUUBZKRHGKTQGHGQ,57
5386,9936,7140,WFLYBWYLCTLCMRL,22
5387,2866,1414,IFKRJTBAYGTUHSX,40
5388,302,3764,ZFZIDFFHXN,74
5389,8322,8570,PWEBMXPGAGJCJBMA,40
5390,3233,6514,BKGWDPFFWSUX,71
5391,4572,8402,UDDCUVNPIOQMWRHYE,18
5392,4698,164,MECWXNNCQGWUTHESII,61
5393,7849,4167,ACGCPHOZGQXXJTBBKIR,33
5394,1434,1660,CMHRUXEHWRGJ,46
5395,3528,4428,RJPQQDPAWPGXRT,16
5396,411,7467,XQOAPDFBORDOHTYVX,65
5397,7318,3813,EJUNEXHHUGB,43
5398,3288,2050,RTHBQKTPATJ,66
5399,8556,3461,BYZTADYOCMFBAENHS,54
5400,5972,7286,HPTPLBWCZIMDLURQQF,67
5401,7413,2472,HQQIYXVBOAAEMMPDGHRG,24
5402,9868,9569,MHHTCGOYCTKZFWNMU,21
5403,7415,2097,EZPTVGVKYRBMCHJIZI,56
5404,6890,6335,UTLSKWNKNIXBICNY,45
5405,4316,4476,WNOJALRIZRKZNZJSVQIF,64
5406,8129,9994,XXKSTHWSHOTDSL,24
5407,8261,2467,IKJOJVQNCPXAGIO,69
5408,1196,4465,FAPDOCUOGIJ,66
5409,1649,8105,OEKGCHMZUQZU,66
5410,1784,2487,KFGCGIWPLSJEZP,72
5411,8684,2467,WUOEVUGWIIBW,60
5412,6266,8139,LUUIMXJWDSQDXW,48
5413,3440,5788,HIOHGOHYQQNMKSRLWLM,62
5414,5498,9584,NYCAUBLKCPDOL,70
5415,414,5999,GNQUVGWHWOXYPAPESCOS,35
5416,8480,5626,CAFHUYUPSHXVE,26
5417,1365,3404,ODPSPZLGYRECJVCIT,45
5418,3957,2933,BZCTVOMNDIMPA,20
5419,8020,5501,VCTYXBPFGGR,69
5420,5457,919,TGBIPVABESSY,18
5421,3217,8994,NCZNDLEWPDEVKCWEOWDK,38
5422,7499,2945,RQDFZMBTHELOBT,51
5423,4498,5050,WESXBBEMGF,67
5424,6009,4280,CWLRRDKEMW,43
5425,4922,1411,TNQAVFZMAUM,16
5426,7522,6028,TKPKDUEDTV,20
5427,8563,8597,KRVUEKZUFHTYYJT,42
5428,9161,2368,FGYIUFZZAHPIQBJN,60
5429,4031,7995,VQGEBRZJNQZ,55
5430,5097,1811,KDIXXRJFYXT,60
5431,5683,7796,GESCIDQVXH,17
5432,5796,4781,PTIRXNXRYU,69
5433,688,4561,SVWPPJHHXKMEKZUMEEI,44
5434,8417,3717,YITIKGSVHYHH,25
5435,4491,1735,LHQISHICXDUZCROJ,16
5436,9710,4154,JATLZUWDAL,39
5437,4513,3824,MSQPMUKTMYISIL,43
5438,8158,4374,ATHUBLUGXAKV,71
5439,9582,6483,TSXOKELXWAQXEY,38
5440,2719,8146,WNFNWRCECNDRHUKH,57
5441,5335,3397,RBJQIXHXQXXL,50
5442,3903,8519,MLKRTFIJXML,27
5443,3605,7378,KNYNDFLMEXJNNOJAROW,30
5444,666,6281,ORBYMYFAYLGZFF,61
5445,7396,6608,ZYSGDYBGBX,32
5446,2542,9398,BUMQKHBJEJYBCZUFNCZZ,32
5447,6153,333,NGDIOEIMMZHQDD,32
5448,835,8409,JDUXDWJBNZAVZCEZNRT,43
5449,7425,8351,IBKPQKSBYZ,25
5450,7714,3652,CLMEDTOLENYILQFU,29
5451,993,8162,GVWCVPKLALECBGELEW,24
5452,7087,4084,OASYWYHCXMI,31
5453,2058,4350,DCYRMLSJWCROIHGS,21
5454,1273,2632,WIZNNMYXHZSIIPN,67
5455,3718,2176,ANFLWQRHAWOPJ,44
5456,517,2443,AELLZCJNCWN,73
5457,2346,4113,FFYYKSUEPBWQMKIRY,32
5458,8390,9769,CGZICECJIX,75
5459,7273,8571,PRCRALKPATWNCV,30
5460,1702,7861,LVBQXDVPBOJKZHIJRJ,20
5461,2565,1135,KLXWBTLMFQFLNEFZSZ,57
5462,5436,267,XYAQNMQLZKLTQ,39
5463,2718,5597,JOORIWJGKTCKXPDJDXR,63
5464,4667,801,ALLXWBSGFFQINXANX,16
5465,8200,5669,KNVOQTDHABZGQZWPWAX,32
5466,5311,2047,JMSXUMIPKJHNQUJBKWK,42
5467,7377,2351,YCBCGCVPAWIM,34
5468,8567,657,SCCDDLOXSESHIO,15
5469,1622,3114,OELPYWFRKKSKKVC,68
5470,2548,936,YXGIUWWUXZDCQMM,25
5471,3934,8578,ZXSWSIFNTRFBGKQ,68
5472,4102,7332,RNMZCGNGYVX,51
5473,7190,7516,AOLJXBAZLRCU,21
5474,2058,1281,HRCBIWAHYKOJDBQK,20
5475,4764,6034,RDZKJTLUMPVOQOB,57
5476,9712,876,DNYRZBWDGZGGBTDAQL,46
5477,5203,2587,LQYVAUSSJRKXXF,64
5478,6515,954,UMKCWHONQVQDMTUZW,52
5479,4275,4439,JFXUMVGIVRTCR,41
5480,6387,2249,ZZVSWKLVPZDMYQFPCU,31
5481,3678,563,NRCPFPEANMQBLIVBESOI,43
5482,4222,1492,IHMUNZQEGVYRPESJ,47
5483,9499,8776,UXAITVIAYIFRGQNEM,37
5484,8239,375,BPHXPLCDWOLSAUL,31
5485,954,2244,ETFPCYADOJII,43
5486,4958,5099,VMXVEICDOWJYCNVUN,70
5487,1160,9087,LGPTKBEOEPOMDW,61
5488,1677,291,BILROCECJPAY,64
5489,5414,2441,LKJYRRXTVHZIZ,32
5490,8870,2072,NXSUNNHFYOWWU,62
5491,810,553,RJEGDQIEQKXUDUCXWX,56
5492,4902,5842,YLQZCUAOEMQ,35
5493,8629,1105,HNQFSLVIYEYXXEHOTML,70
5494,1390,5658,YHYDBCIQQXSBESSN,54
5495,1650,6691,NELUGUIIZHCFGOZK,70
5496,1441,7977,DCXXAVDDMAZXTDZDOEBX,26
5497,8280,4086,RSUODZMOBMBOWEK,68
5498,3797,6649,FNCMKLTYHXWZYZVIH,44
5499,6397,6174,QOJDNYRFUOXDFISDTPD,71
5500,5774,8517,CTDYPGHUBDE,25
5501,9577,2966,KEJVDGQYBMGLBPNFHWV,70
5502,2129,5611,JRXRNLRQTXMU,30
5503,959,7606,WTXYYOZEAI,72
5504,5516,8170,LRFJKSLZQBIJJNF,52
5505,550,6127,XVDKIRJVNAMBPPPB,33
5506,6621,1661,PSEATDFRTUSSJFMS,28
5507,8019,2031,IUQJIIWSSCDNM,37
5508,5663,5341,IFGGVEGEUDMVZO,37
5509,5097,4791,XBZZXBVWMDGUSTMLFS,72
5510,4964,3196,REZYGSRERAIOCQOP,65
5511,1867,4151,TWTJLZUYSX,66
5512,6151,9261,JTYSTIZWHUS,58
5513,1093,8236,CPEHKBNSHMMK,68
5514,333,1968,KDGLKZLHTVK,27
5515,3554,8620,UYKYYQKCRSS,57
5516,430,9288,FCVDWNXJLKEHNX,74
5517,5152,530,EMYZHENTHHTFJAAST,75
5518,9756,1757,UXVYRQETEIAGCJYEJEZW,72
5519,8204,3610,RHCYBANDYOVKFVJCKYPD,65
5520,5213,1162,LHLWVDJXSWVSYJ,71
5521,7242,6366,KSXPCPFXSTHRQJQF,28
5522,7146,4834,KVLKFZUKXMFWHPJPMXA,70
5523,6985,9590,PYXLOUDFVFS,42
5524,2353,6383,TFIZTXRFKMJWST,19
5525,9723,290,LWLXCFFBKYYGJD,19
5526,5139,9795,XYKQRJGHIRLDKF,63
5527,3286,7180,OMKYFSTZXSSFCX,66
5528,5052,9744,OIUMUUKHUIKUQRZP,18
5529,1522,1940,UQGZMYTUKFTNZDTUFTKZ,45
5530,4282,625,KLRTJTFNFNQFUGU,43
5531,3324,7964,OHFUSTDQWHRLB,31
5532,5776,8295,YEURTPQLLIDAYHGVHCF,49
5533,2834,2012,UMCRMZDZWPJSAHWTWAIU,15
5534,78,4790,TJAYPXXHNDJBFSSO,47
5535,774,5172,SRZAOIBFDTIIOQO,75
5536,7023,5452,OROKMJXOITVBLDCQ,68
5537,2243,4986,JVEXHZTEWXVEQQFQX,46
5538,3142,5664,KYUCHLRELK,31
5539,8054,7707,ZDRWTIYLZUBSVY,68
5540,3805,4396,KLLMLXXEYYWPCYDQUXVA,53
5541,3251,4399,MBCRTANIOUYFMZVJ,53
5542,4955,6190,WCBDQAUXOP,73
5543,1562,6511,XENYIVBQPJ,61
5544,7913,1347,NGPVPPXQIEIRKGPMY,60
5545,7995,3185,UDAQCTISNUEFGH,26
5546,9117,7233,COSYRPOCMUVKMCWU,69
5547,7856,1189,NWIINFJAHLRJDBIIHX,58
5548,3389,7165,QLFTVBILGVIFUFCCTFV,31
5549,3772,4250,RYEQTMNQQISRPNVTUG,75
5550,4601,4133,UILOOAYELELIJUSY,48
5551,4187,976,YTRBSXKGHTHYFK,64
5552,6829,3096,XJWYJWTXULOUPPNI,29
5553,113,9799,WUSKYBHVIMTN,36
5554,4494,8681,ILLUHSDZWKEBWPWSRX,42
5555,2884,1243,HYMQQGLXBTPJOEVTS,68
5556,9696,1919,JFADZRATEEY,65
5557,9531,6923,MDCPORAKFYGWJXSSH,52
5558,5546,9931,FEIKOXJXYRX,29
5559,820,3586,MVJDVIYNHDCVHSJAJ,60
5560,9394,2662,YRVSLCSAFXAPBFJSXXBQ,62
5561,8312,2703,UFNUPGYUAI,23
5562,5042,4621,RCBNGTFBNS,17
5563,6001,3048,JCILJNIKPGAM,25
5564,8133,8842,FJEADAFGRAVTJCVGI,29
5565,6615,1952,LAFMDMIVLNGONSTH,21
5566,7125,39,ZOXMBODUUU,42
5567,2904,4135,NCPFVLFEPWBUO,46
5568,9903,9237,WRSXFHSHPWVNTGNGSVMC,47
5569,4695,4526,PWZTBGKMEGSWJVB,38
5570,7230,3701,PGAWCVGPICPGRNTSMZ,56
5571,6750,8341,BNSTQDPFRSVTTDLKYHF,27
5572,5216,5941,QZPXCCTPWSCVRKOL,52
5573,2005,5223,OJJKBCECHJKU,61
5574,9270,3284,VOUHUDBHWSMTW,54
5575,9054,1356,MPOZIVLXOMSUFOIAU,24
5576,6661,8167,OTIQNLAAZLTPIHJMBXYJ,34
5577,695,6891,CNBXDXPJWEOUEBOJO,69
5578,9710,5692,XXOQMTBLDZTWIVAXSA,43
5579,8603,8259,UWFVFXRBQGVGUG,58
5580,3417,3916,WURCTFCQJQSEQALKDDWS,17
5581,6561,7173,MARLSMFIUCPLL,74
5582,731,938,LILTRUUBIWWSZGNS,70
5583,8080,4207,ZJQYAHDWMLMEMJFM,53
5584,1680,2200,FDPOAWTBWHWL,39
5585,6479,4351,PVOKYMWEIIQTN,32
5586,7586,1891,EHGSTMETOPCQSSVE,27
5587,1680,6687,SSXYBGMBSJYY,62
5588,9820,9043,UPHAGMVLYHQLMX,19
5589,8192,627,DSZLMCFKYDD,59
5590,8727,5083,ZXVRWUSKIIQV,32
5591,4852,1552,CAKTLUKMOCOSFC,54
5592,4718,8296,WJOHVAVCUJNIIYDQVMI,52
5593,806,8063,CZWBGTYMWE,23
5594,5713,7920,DUDCNCBCOZDSIXBYUCJ,21
5595,911,1004,OPRJRPNLKWE,68
5596,1307,8299,UERYKYFQOXGKBAOY,17
5597,892,8275,LSLJPHTDSDBKSYEACYLV,34
5598,426,814,HFXVHUJAIZFHCJUUMZUZ,59
5599,1510,3732,NHEZYGYAUIEUYYDDUWBZ,57
5600,718,9256,VZHTBVLDGZEGO,18
5601,1839,7050,WRGXOWDENT,60
5602,3409,8307,IALYMRLKMAIKRQNQA,57
5603,8444,1046,WOKJVOAYFDN,67
5604,4332,1054,AVRASNSWASBGBOBGN,15
5605,899,2087,JJQDHCEMEBTDSLBE,37
